Tweet,Offensive,Hate
@USER اهم شي تشطبو الصليب يا جاهل بس يا عيب الشوم عليكن يا ابن الاشرفيه حمدلله نتخبت الصحناوي لانو عا بتخايل لو انتخبت واحد جاهل متلك,OFF,NOT_HS
خذي نفس يا زهرة<LF>خذي نفس يا زهرة<LF>خذي نفس يا زهرة<LF>خذي نفس يا زهرة,NOT_OFF,NOT_HS
@USER @USER @USER خلص بلدك من القمامه يا قمامه يا مخلفات المستعمر يا من تتحكم فيكم ايران المتخلفه وبعدها تعال وجب معك اختك ونعطيك رأينا .,OFF,HS
RT @USER: Mood:- <LF>أه يا حوستي السودا يا أنا يماا,NOT_OFF,NOT_HS
"RT @USER: يا كرك يا شاي يا قهوة ، كلهم مع بعض مينفعش. 🚶🏻‍♀️ URL",NOT_OFF,NOT_HS
يا حرااام يا ديمبلي يا حرام .. ضيعت الرابع,NOT_OFF,NOT_HS
امك دلال شرموطه يا الأعرج الأصلع يا السعودي المشعوذ يا خادم وعبد الشراميط المبقعات المدودات المدودات من الشرمطه والوساخه والكذب والنصب والاحتيال يا شبكات الدعاره والشعوذه يا بلا شرف مشعوذ بلا شرف جبان وشراميط مقطعات موصلات بلا شرف يا الجبان يلي مستقوي بالشعوذه يا المجرم 💩👣,OFF,HS
"RT @USER: يا جَنة عيني وَ يا سمآء قلبي ، ٲُحبك.امي",NOT_OFF,NOT_HS
RT @USER: يا متاح يا سهل يا رخيص URL,OFF,NOT_HS
اجل اش نقول عن البوعزيزي اللي احرق نفسه وبدأ الثوره بتونس او عن الرجال اللي اطاحوا بالقذافي في ليبيا او الرجال اللي جابو راس علي عبدالله صاالح باليمن او عن الرجال اللي يقاتلون بشار الاسد بسوريا الى الآن ! يا صغر عقولكم يا عاطفيين يا زلايب,OFF,NOT_HS
"#صباح_الخير يا يا ثقل الشعُور ، يا ثقل الايام بدونك.🕊",NOT_OFF,NOT_HS
RT @USER: يا نورس يا ابيض<LF>يا ابو قلب ابيض<LF>بحب البشر وبالخير بتنبض<LF>سحاب الشرور ..مكتف جناحك<LF>ودمع البحور ..مزود جراحك<LF>وفي عقل اسود…,NOT_OFF,NOT_HS
RT @USER: يا فرحة قلبك يا معتز النهاردة ويا سواد وشك يا سيسي ويا بن سلمان وزايد انهاردة <LF>ستنفقونها ثم تكون عليكم حسرة ثم تغلبون ✋💪🏻<LF>ال…,OFF,NOT_HS
الليله ود الأمين في القيادة زول يغني معاه ماف كلمتكم من اسي<LF>ماهو يا تعتصموا انتو .. يا يعتصم هو 😂✌🏿<LF>#اعتصام_القياه_العامه <LF>#الشارع_بس <LF>#منبر_المغردين_السودانيين,NOT_OFF,NOT_HS
قلتك احسن يا علي يا جبر يا معرص,OFF,NOT_HS
اللهم عليك بالعسكر الفجرة ومن في حكمهم من حكام العرب والمسلمين الخونة والعملاء لليهود والصليبيين احصهم عددا واهلكهم بددا ولا تبق منهم أحدا اللهم عجل بزوالهم يا قوي يا عزيز يا جبار يا متكبر يا كافي اكفنا شر هؤلاء الكفرة الفجرة بما شئت وكيف شئت اللهم آمين,OFF,HS
"باأنتظار عيدكِ يا سكرةَ المسك ، يا آهاتَ مُبخرةٍ . .",NOT_OFF,NOT_HS
"”سبحان المنفس عن كل مديون، سبحان المفرج عن كل محزون ، سبحان من جعل خزائنه بين الكاف والنون ، سبحان من اذا اراد شيئا ان يقول له كن فيكون ، يا مفرج فرج يا مفرج فرج يا مفرج فرج يا مفرج فرج، فرج عني همي وغمي فرجا عاجلا غير آجل, برحمتك يا ارحم الراحمين",NOT_OFF,NOT_HS
"RT @USER: يا صبحَ الجنَّةِ يا أحبابْ:<LF>ها فُتِحَ القلبُ،<LF>ومفتاحُ البيتِ كما تدرونَ لأحبابي.<LF>أتركُهُ ساعاتِ غيابي<LF>تحتَ السَّجَّادةِ قربَ ا…",NOT_OFF,NOT_HS
"RT @USER: واذا اتزوجوا كل واحد ينصدم من الثاني يا مخدرات يا مرض وراثي ويبغون يقللون من نسب الطلاق، كل يوم يزيدون غباء URL…",NOT_OFF,NOT_HS
"اللهُم امسح على قلبي برحمةٍ منك، ولا تجعل لي حزنًا يقلقني، ولا همًا يسرق النوم من عيني يارب، يا رحيم أرِح قلبي يا الله بما أنت به أعلم.",NOT_OFF,NOT_HS
@USER عيطوا دم يا فاسدين يا ظلمة <LF>ياللي بتطلعوا برة بأي تحكيم اجنبي بتتفشخوا<LF>عرفتوا بتكسبوا في مصر ازي<LF>كام مليار يا سورس<LF>الجهلي واقع ... الحقه URL,OFF,HS
يا يوم يا حلو يا بطل💙💙💙💙💙.,NOT_OFF,NOT_HS
يا رب اهب والدي الصحه و ارزقهم من نعمتك و اغفر لهم جميع ذنوبهم واعفو عنهم أنك أنت عفواً رحيم و يا رب أرحمهم برحمتك يا أرحم الراحمين,NOT_OFF,NOT_HS
أنا ما ادري على أي أساس تم إختيار المعلق الداخلي لملعب الجوهرة ؟ <LF>هو يا واسطة يا واسطة <LF>اقسم بالله ما عمري حضرت الملعب الا يغلط في اسماء اللاعبين وطريقة نطقها وبلاوي <LF>#الهلال #الاهلي #الهلال_الاهلي <LF>@USER,NOT_OFF,NOT_HS
"RT @USER: #محمد_بن_سلمان_بين_شعبه<LF>انا زعلانه منك يا محمد بن سلمان يا مُز انتا مديري اجنبي واحبه ليش تخليها سعوده ، انا تحطمت نفسياً وروح…",OFF,NOT_HS
RT @USER: أحيانًا تحسّ الحياة تقول : يا أنا .. يا أنت :(,NOT_OFF,NOT_HS
@USER @USER @USER @USER @USER @USER @USER يا حبيبّه خاطريّ يا جنهَ الدِنيا يا روحَ قلبيّ ياضلعي الثابتٰ وعيني اليُمنى إنتِ.,NOT_OFF,NOT_HS
دي ليختت يا وحششش يا حظ النادي الي بياخذه,NOT_OFF,NOT_HS
"يارب استودعناك قبورًا ضمّت أغلى ما فقدنا، اللهم أنرها بنور الجنة، واجعلهم راضيين مرضيين ضاحكين مستبشرين بما هم فيه من نعيم وترف يا حيّ يا قيوم يا أرحم الراحمين ..",NOT_OFF,NOT_HS
يا نور عيني وأنت صبحي وظلماي <LF>يا فرحتي يا سلوتي يا ضحايه ❤️,NOT_OFF,NOT_HS
صباح ومساء الحب والعشق والموده والرحمة والغرام والاحتياج ليكي وبس اوي ونفسي فيكي زوجة وحضن وحصن وادخل جواكي قوي ومخرجكش منك أبدا ولا لحظه واضمك في روحي للأبد عاااااااايزك يا موني يا وطني وحضني وحصني وكلي<LF>😘❤️🌹,NOT_OFF,NOT_HS
RT @USER: [ياالله] يا علام الغيوب يا غفار الذنوب يا ستار العيوب يا كاشف الكروب,NOT_OFF,NOT_HS
RT @USER: اللهم فرج عنا وعن كل مكروب وأقضي ديننا وكل مديون يا رب السموات والأرض يا حي يا قيوم أمين أمين 👆🏼👆🏼👆🏼🇰🇼 #اسقاط_القروض_ل…,NOT_OFF,NOT_HS
RT @USER: يا نصف شعبان يا يوما فقدت به<LF>أبي/ضياءَ حياتي.. دون إنذار<LF>ستون شهراً وآلامي تمزقني<LF>والبؤس يمتصّ ألواني وأنواري<LF>واللهِ لولا صلات…,NOT_OFF,NOT_HS
يا مساء الخير متأخر يا عود والع متبخر كل ما اقول بحبك الاقيك نايم وبتشخر .. 😴😂<LF>#عندما_يكتمل_القمر,NOT_OFF,NOT_HS
"-<LF>الرحابه .. "" يوم أدوّر لـ الرحابه "" <LF>يوم صدري ضاق بـ الجرح وزهابه<LF>والله انها عند ربي ،، جلّ ربي<LF>ما قفل عن حاجة المحتاج بابه <LF>ادلهي يا عين ، و يا نفس استكنّي<LF>الليالي غيبها ، ' ما يندرا به ' <LF>"" ما تضيق إلا و عند ال",NOT_OFF,NOT_HS
""" *فَإنِّي قَريبُ*"" <LF>عُمق الأمـان في كلمتيّن✨ يا قريب.. يا الله✨ اللهم صل على الحبيب محمد وعلى آله وصحبه وسلم تسليما كثيرا💟 URL",NOT_OFF,NOT_HS
يا سكرة المسك يا آهات مبخرةٍ<LF>تاتي و تذهب مثل الغيم في راسي.,NOT_OFF,NOT_HS
⚘<LF>أشتاق لأنفاسك وعطرك ومبْسَمْك <LF>وأوله على أحضانك ونظرة عيونك <LF> يا علّني يا قبلة الروح ما أعدمْك <LF> فآنا حياتي وش تساوي بدونك <LF>⚘ URL,NOT_OFF,NOT_HS
@USER يا استاذ ابراهيم يا محترم لم يكن الحكم هو سبب عدم تأهلنا نحن لم ولن نكون مثل الاخرين يوجد تقصير قوي في الفريق الاول يجب تداركه قبل فوات الاوان الاهلي من بعد جوزيه لم يأتي اليه مدرب يعرف من هو الاهلي ومن بعد جيل تريكة وبركات ومتعب وباقي زملائهم ل,NOT_OFF,NOT_HS
RT @USER: يا نادر الاوصاف يا عذب اللمى<LF>ياللي ضلوعي من بعادك تنحني<LF>ارحم بصيرن شاف زينك و انعمى<LF>ولا عاد يشوف من البني غيرك بني<LF>ركبان ش…,NOT_OFF,NOT_HS
يا ملا الجنة يا عبطا <LF>اسأل الله ان يرزقها الفردوس الأعلى. URL,NOT_OFF,NOT_HS
يا أجمل من هويت يا أول وأخر حُب .,NOT_OFF,NOT_HS
يقول لي يا دانه يا حُلوتي : <LF>إضحكي أقواس فمك حدايق ورد .,NOT_OFF,NOT_HS
@USER @USER ويبارك فيك ويحفظك يا أبو إسلام يا محترم يا معشوق الاهلاوية .,NOT_OFF,NOT_HS
@USER حسبنا الله ونعم الوكيل فيكم يا سعودية و يا امارات و ياحفتر و يا سيسي اللهم إنا نجعلك في نحورهم ونعوذ بك من شرورهم اللهم اكفناهم بما شئت وكيفما شئت,OFF,HS
@USER @USER يا قلبك الطيب يا خديجه 😂😂😂😂,NOT_OFF,NOT_HS
@USER تعالى خاص وانا افشخ شخارير كوسك يا قحبة يا شرموطه يا منيوكه,OFF,NOT_HS
"@USER ما تخلون أسلوب الشحذه !!<LF>حبيبي اللي بيجي حياه الله فريقه <LF>ولا يحتاج طلبات .<LF>أما قولت :<LF> يا جمهور الشمس يا جمهور العالمي <LF> فريقكم محتاجكم هم عارفين الشي هذا <LF>وبالتوفيق للنصر وفاله الدوري <LF> إن شاء الله ،،",NOT_OFF,NOT_HS
"RT @USER: @USER الحمدلله على نعمة العقل ،، يا ملحد و يا كافر و كلام فيهو تبلي على الناس ، انتا منو البتكفر بي مزاجك و ملحدين…",OFF,NOT_HS
ديخيا يا روحي يا روحي يا روحي,NOT_OFF,NOT_HS
"كل حاجة "" منتهاها "" للنصيب<LF>القدر "" يا يا صلك يا تاصله ..<LF>ان كتبها الله تجي لك من قريب<LF>وان منعها الله فلا هي حاصله :)",NOT_OFF,NOT_HS
جيت اصافحك وقبلك يا الغلا قوم<LF>صحصح فديتك يا بعد كل من لي<LF>يسعد صباحك يا صباح التباشير<LF>يا اللي معك حققت كل الأماني<LF>يمكن يكون الصبح مع طلتك غير<LF>بس الأكيد إن طلتك صبح ثان<LF>ألا يا صباح الخير يا اللي صباحك غير<LF>يصبح علي الخير مع وجهك الباهي<LF>تعال صبحني وأصبحك بالخير URL,NOT_OFF,NOT_HS
يا شهر أبريل يا أسعد أيام عُمري❤️❤️.,NOT_OFF,NOT_HS
@USER يا حبكم للدراما يا البنات هههههههههههههههههههههههههههههههههههههههههههه هههههههههههههههههههههههههههههههههههههههههههه,NOT_OFF,NOT_HS
"RT @USER: وَظَنِّيَ فِيكَ يا رَبي جَمِيْلٌ, فَحَقِقْ يا إلَهِيَ حُسْنَ ظَنِّي .<LF>#جمهور_الاهلي_يساند_الخطيب",NOT_OFF,NOT_HS
"يا حُب يا دنيا جديدة، يا أحلى أبيات القصيدة",NOT_OFF,NOT_HS
@USER يا زين صباحك يا ناصر 😍💛,NOT_OFF,NOT_HS
RT @USER: - الحريم في البيت 👧<LF> يا راسي <LF> يا رجلي <LF> يا ظهري <LF>وفي السوق تشوفها <LF>ميسي في هجمة مرتدة<LF>والرجال في الرحلات 👨<LF>يصير منال الع…,NOT_OFF,NOT_HS
يا ماليّني ويا محليني يا مني وفيني ♥️,NOT_OFF,NOT_HS
@USER هذي في آسيا يا حمار يا كلب يا جرثومه,OFF,NOT_HS
@USER و الله يا فرخ لو مو الأهلي إللي فك الباب ما كنت شفت الصدارة يا محلي يا زعيقي يا طاقية و التعاون هو من راح يبكيك,OFF,NOT_HS
الف سلامة عليك يابن عمي و ان شاء الله ترجع بالسلامة و اقوي من الاول و لو مستعجل خد رجلي مشي نفسك بيها هي عايزة ظبط زواياا بس تمشي والله ❤<LF>بحبك والله اكتر من ناس كتير في حياتي و اول ماتش ليك دخلت قلبي و حبيتك جدا الف سلامة يا عالمي يا رايق ❤❤<LF>@USER URL,NOT_OFF,NOT_HS
RT @USER: ويسگت المسكين ما يحب الإزعاج <LF>ومن ضيمهن يون تسعين ونه <LF>يقول يا معبود يا والي الأفراج <LF>أرحم اللي بگيدهن عذبنه <LF>والله تبدلت…,NOT_OFF,NOT_HS
RT @USER: الله يبارك فيك يا شيخ علي يا حبيب الكل وهذا الإنجاز انتم أهم اسبابه URL,NOT_OFF,NOT_HS
"تعبت من كتر ما بزنق نفسي اللي هو الجامعة بتديني وتتيح الفرصة اني اتزنق، يادوب اخلص الكويز اخد اسبوع اجازة اقضيه يا مذاكرة يا اكتيڤتي واخش هوبا ف الكويز التاني واثناء الكويز التاني المعيدين حبك يعملوا امتحانات شاملة زي ثانوية عامة لا وعليها درجات! والعملي داخل اهو، واللي هو 👇🏻 URL",NOT_OFF,NOT_HS
"سهران يا ليل حيران يا ليل ، يا ليل يا ليل يا ليل ... هو قالها كتير فى الاغنيه بقى 😂",NOT_OFF,NOT_HS
... ما ننساك مهما صرا<LF>يا اللي علمتينا الأسلوب<LF>يا المعلم بالفطرة<LF>يا فنان يا محبوب<LF>الظلمي الله يرحمو<LF>عشق الخضراء في دمو... URL,NOT_OFF,NOT_HS
RT @USER: يا أبو ثلاثه يا ابو ثلاثه ! <LF>- و المشكله ثلاثه مع الرحمه بيكيه و ديمبيلي كانو يتصارعو ع الهدف الرابع 😂<LF> URL,NOT_OFF,NOT_HS
RT @USER: أنجزت كتير اليومين اللي فاتوا في الشقة بس كله طلع على جتتي اه يا عضمك يا قرمط اه يا رقبتي اللي تلوحت 😐,NOT_OFF,NOT_HS
@USER انا كنت ف مدرسة قومية.. يا ميس يا سير 😀<LF>بعدين كل مدارس القوميات زيغت ف الفرنش😀😀,NOT_OFF,NOT_HS
RT @USER: رضي الله عنكم يا سيدنا الصادق الصديق يا صاحب الطريق يا ثاني اثنين URL,NOT_OFF,NOT_HS
@USER الاهلى ليه كام ضربة جزاء يا كلاب الفلوس يا عبيد الشوال,OFF,NOT_HS
RT @USER: طب يا مدنى يا ديمقراطى .... ممكن تقول لنا هو فين ( التيار المدنى الديمقراطى الجذرى) من يوليو ٢٠١٣ ؟؟؟؟ <LF>و بامارة ايه الا…,NOT_OFF,NOT_HS
عمري ما حبيت وانحبيت يا احب وما انحب يا انحب وما احب,NOT_OFF,NOT_HS
اللي يحرق براد العاله امتع امه وين يهرب منها😂😂😂😂😂😂😂😂<LF>ياناري ثالث براد نحرقه 💔😢<LF>نهارات الحرف لعند نخشو رمضان بتقعد تعزر فيا يا بايره يا تنباله يلي ما ينعبا عليك 🙉<LF>وين بمنشي لين تهدا😁😬😬😬😬😬,OFF,NOT_HS
@USER الله عليك يا راقية يا براء تبهريني يا حلوة🌻🔝,NOT_OFF,NOT_HS
@USER يا واد انت يا جامد 😂😂,NOT_OFF,NOT_HS
RT @USER: ليه تتركني وصوتي تقطع من بكاي<LF>جعل يسقى يوم اشوفك يا ربعي يا هلي <LF>عادني بـ اموت والله يجيبك في عزاي<LF>لين حتى مثل ابكيتني .. تبكي…,NOT_OFF,NOT_HS
@USER والله شوف يا طلال يا حبيب قلبي انتم رضيتم او ما رضيتم السيتي ما يوقفه الا ربنا :),NOT_OFF,NOT_HS
RT @USER: قحطان يا ساس العرب<LF>قحطان يا مزبنة الدخيل<LF>قحطان يا أهل المدّات السخية<LF>قحطان يا عوال الشايب <LF>شايبكم ينخاكم لا تخلونه دخيلكم <LF>شا…,NOT_OFF,NOT_HS
#الهلال_الاهلي<LF>إرتفع يا مووج وإطغى يا بحر 💙<LF>ويا هلال ألمع على ضوالنجوم 💙<LF>ما نحب خشوم وندور ظهر ✋<LF> فوزنا دايم يجي بـدق الخشوم💪 URL,NOT_OFF,NOT_HS
اها يا حكم يبن الكلب يا وسخ اها,OFF,NOT_HS
@USER اعتقد لو يستمر للموسم الجاي بنكون يا وصيف يا بطل الدوري .,NOT_OFF,NOT_HS
RT @USER: انا يا اكمل دراستي او يا اكمل حياتي <LF>this can’t go both ways,NOT_OFF,NOT_HS
RT @USER: يا ينتهي كل هذا يا أنا الي بنتهي.,NOT_OFF,NOT_HS
الف الف الف مبروووك للمعيوف فقط قاد الهلال لوحده في الدوري والعربيه يا كثر جمايلك يا عبدالله #الهلال_الاهلي @USER,NOT_OFF,NOT_HS
RT @USER: انا عن اهل الحكي و الوقت و ازعاجه<LF>يا كبر عقلي ... و يا صبري و يا طيبي ! URL,NOT_OFF,NOT_HS
"RT @USER: اللهم اني استودعتك ما حفظت و ما قرأت فرده لي وقت حاجتي له ، يا رب يثبت يا كريم يثبت تقفه اثبت 🦉🌟👏🏻",NOT_OFF,NOT_HS
RT @USER: @USER يا عينى ع الصبر يا جميل أنت يا جميل 👌😂😂😂😂,NOT_OFF,NOT_HS
اهاا والله يا ويليام يا اخوياا 😅💔 URL,NOT_OFF,NOT_HS
"@USER مشي معي وعدي...قائد الجيش سابق، رئيس وزرا سابق، وزير دفاع، وزير داخلية،وزير خارجية،وشي ٥ وزارات تانيين كمان، نائب سابق، رئيس جمهورية.... ما شالله يا هيك الشغل يا بلا... إليك يا رب نطلب...شي فتفوتي من هل الشي...😁",NOT_OFF,NOT_HS
الأسرئليين هما إلي خلو البطاطس المحمرة تقرمش قول بقي أنك مش مصدق يا معادي للسامية يا عنصري يا أرهابي يا نازي يا ابن الكلب,OFF,HS
مش كفايه يا مصطفى يا فتحى كده ولا لسه فيه كمان,NOT_OFF,NOT_HS
يا بدايات المحبة يا نهايات الوله كيف قلبي ما احبه وانتي قلبك صار له<LF>يا أعذب من الأمنيات يا عالم من الأغنيات يا أجمل الشعر البديع من آخره لين أوله. URL,NOT_OFF,NOT_HS
الله يرحمك يا جدي يا حبيبي وحشتني واااجد <LF>ادعو له بالرحمه🙌 URL,NOT_OFF,NOT_HS
@USER @USER يا هلا بيك يا الغالية يسعدلي قلبك وعمرك إن شاء الله بارك الله فيك♥️♥️🌹,NOT_OFF,NOT_HS
"يا حلو مدري يا حبيبي .. يا حبيبي يا حلو<LF>من باب دافع الاشتياق الي تبي منها اختره ،<LF>⠀<LF>اي ولله أحبك وسايقني على حبك غلو ،<LF>اشد من غلو التزام الدين عقب الهستره ♥️",NOT_OFF,NOT_HS
@USER @USER @USER @USER @USER @USER اعرف الميموني يا مطيري يا شمراني ما قد سمعت انهم يرجعوا لشهران,NOT_OFF,NOT_HS
اللهم يا محيي يا مميت نسألك بكل اسم هو لك ان تجعل الموت له راحة من كل شيء وتبدله بدارٍ خيرًا من داره وتجمعنا واياه عند عرشك العظيم .,NOT_OFF,NOT_HS
يا شذى روح المولع يا دوا الكبد النضّيج<LF>يا ابتسامه وجهي اللي من زمان موادعه<LF>يا حبيبي لا تسوي بي سواة ابناء الخليج<LF>لا تقاطعني وانا ما فيّ حييل مقاطعه💛 URL,NOT_OFF,NOT_HS
"اللهم إنا نسألك يا رب المدد والعون والغوث في كل خطوة في حياتنا، وافتح لنا يا رب أبواب الرزق يا فتاح يا عليم يا رزاق يا كريم",NOT_OFF,NOT_HS
اللهم يا مسهل الشديد و يا ملين الحديد و يا منجز الوعيد و يا من هو كل يوم في أمر جديد أخرجني من حلق الضيق إلى أوسع الطريق,NOT_OFF,NOT_HS
"🌷رفعت كفي نحو عطفك داعياً <LF>وعلمت أنك لا ترد دعائي <LF> يا قاضي الحاجات ،<LF> يا كاشف الكربات ، <LF>يا مجيب الدعوات ، <LF>يا غافر الزلات عافنا واعفو عنا <LF>اللهم فرج همومنا ، واشرح صدورنا ، واصلح احوالنا ، وحقق آمالنا ، واشف مرضانا ، وارحم موتانا ، وأسعد قلوبنا ، واجعلنا من المقبولين عندك . 🌹",NOT_OFF,NOT_HS
❤️اسألى يا بلادى عن حبى يا ساكنة فى عروقى وقلبى..<LF>أنا مهما أشرق وأغرب مهما أبعد أتارينى بقرب..<LF>وأملى كفوفى من النيل وأشرب حلوة المية لو مصرية💕<LF>🌷❤️بلدى.. بلدى يا بلدى❤️🌷 <LF> الأبنودي,NOT_OFF,NOT_HS
""" يا عالم الغيب يا سامع دبيب النمل<LF>يا منبت الحب يا محصيه يا فالقه<LF>يا رب تمهل لنا لين الدموع تهمل<LF>من خشيتك يا كريمٍ رحمته سابقه<LF>ويا رب تجعل خواتمنا صلاح العمل<LF>ندعيك ونفوسنا بذنوبها غارقه<LF>ويا ربنا لا تحملنا .. مالا نحتمل<LF>ما دايم الا انت لا ضاقت بنا الضايقه """,NOT_OFF,NOT_HS
-١٤| يا كل ناسي و يا اغلاهـم🥺💘 @USER,NOT_OFF,NOT_HS
تعب مليون🙂🔥💔💔💔لكن يا انا يا انتي يا حماره,OFF,NOT_HS
"يلا يا يحيى يلا يا يحيى "" مود اكتفيتد ✔",NOT_OFF,NOT_HS
@USER السلام عليكم اللهم أني أسألك برحمتك ياحي ياقيوم ياحي ياقيوم ياحي ياقيوم أنا عبدك وهاذا الذي أمامك هوا عبدك لا إله إلا أنت بين يديك أنت الشافي المعافي أشفئ يالله يالله يالله برحمتك وعفوك ورضاك ولك الفضل والمنة وأنت أهل هاذا الفضل العظيم يا عظيم,NOT_OFF,NOT_HS
يا جدعاان يا ريت الي يشوف الحلقة ميحقش حاجة,NOT_OFF,NOT_HS
RT @USER: يا عمررررري يا جلاد يا عمري يا موسى 🔥💙💛<LF>@USER <LF>@USER URL,NOT_OFF,NOT_HS
انا يا أضحك يا أتكلم 😂 URL,NOT_OFF,NOT_HS
تعال يا حسينوه يا تعال لعمك URL,NOT_OFF,NOT_HS
انا ومنه كنا بنمشي ف الشارع نغنيها سوا 😂♥️♥️🎶 ايام 💙 يا شمس يا منورة غيبي وكفايه ضيك يا حبيبي وودى يا ليالى وجيبي ولا الاقي زيك يا حبيبي ♥️🎶🎶 URL,NOT_OFF,NOT_HS
@USER كل سنة و انت طيب يا حمزاوي يا كبير و نسمع عنك كل خير يارب دايما,NOT_OFF,NOT_HS
"@USER يا زينك ، يا زينك ، يا زينك ، يا زينك ، يا زينك",NOT_OFF,NOT_HS
"المواجهة مهما كانت مربكة ومخيفة وصعبة.. هتفضل أحسن ١٠٠ مرة من الهروب. كل إللي هربوا انتهوا، وكل إللي واجهوا يا نجحوا يا نالوا شرف المحاولة..ويكفيهم نظرتهم لنفسهم حتى لو محدش قدّر محاولتهم دي .",NOT_OFF,NOT_HS
"RT @USER: وأنت وأنا، يا حبيبي أنا، يا حياتي أنا ~",NOT_OFF,NOT_HS
- حد بيسأل علي جروب الدفعة اذا كان في امتحان في السيكشن<LF>= بيردوا عليه بأسئلة ايه ده مين قال كده.. امتحان بتاع ايه.. جبت الكلام ده منين<LF>و اللي هو يا مثبت العقل يا رب 🤦🏻‍♀️😂,NOT_OFF,NOT_HS
"RT @USER: كان فيه مشجع اتحاداوي في السعودية فيه لقاء قال الاتحاد يا هياخد الدوري يا هيحدد مين هياخد الدوري ، انا بضيف عليه عندنا ف…",NOT_OFF,NOT_HS
RT @USER: يا كافيني عن النّاس يا كلّ الناس بعيوني ❤️.,NOT_OFF,NOT_HS
يا تحكيم يا ابن الشرموطه !!!!,OFF,NOT_HS
"يا خيبة ظنوني،و يا كبر القهر <LF>ودي أقول لـ دورة الأرض اوقفي<LF>.<LF>لا تبدي أعذارك أنا اللي بعتذر<LF>و أستسمحك باقي سنيني و أختفي<LF>.<LF>قلبك قدر( يجرح )و قلبي ما قدر <LF>سكت و سكوتي علامة لـ النفي<LF>.<LF>من عادة الدنيا و من طبع البشر <LF>(ضريبة الخذلان) يدفعها الوفي",NOT_OFF,NOT_HS
"@USER اللهم رب الناس اذهب البأس واشفها شفاء"" لا يغادر سقما"" يا كريم يا عليم يا رب العرش العظيم🤲",NOT_OFF,NOT_HS
يا فيروز يا بنت الكااااااالب 3&gt;<LF> URL #NowPlaying,OFF,NOT_HS
أنا مش بكره حد والله يا بحبك يا إنت مش فِ دماغي أصلاً,NOT_OFF,NOT_HS
RT @USER: وتزأر يا أخي يا قلبك يا قوك يا أخي ووووو بكيفك ووو يحسبون عليك بلنتي وتفوز URL,NOT_OFF,NOT_HS
@USER يا الله يا الله يا الله,NOT_OFF,NOT_HS
@USER @USER صلاة النبى عليك يا دكتره يا ابو الدكاتير يا مدكتر انت- اديها باطل تديك اطمن تديك تراوه و احبك يا فننس,NOT_OFF,NOT_HS
RT @USER: يا أغلى من أيامي<LF>يا أحلى من أحلامي <LF>خدني لحنانك خدني<LF>من الوجود وابعدني <LF>بعيد بعيد أنا وانت<LF>بعيد بعيد وحدينا <LF>ع الحب تصحى…,NOT_OFF,NOT_HS
RT @USER: @USER يا حلو انت يا مميز يا جميل 💋😍,NOT_OFF,NOT_HS
اطلع امشي القياده عشان اخوانا الشهدء الماتو عشان الاعتقلوهم عشان كل مواطن اتهان واتذل جوه بيتو بسببهم عشان يا نجيب حقهم يا نموت زيهم لم قلناها ما قلناها من فراغ <LF>#لم_تسقط_بعد,NOT_OFF,NOT_HS
"منتظر ميلادك يا أكثر أهل الأرض طيبة قلب و أسرار دفينه ، يا إختياري لا يا عشواء أختياري يا وجه لا شفته إمتلى صدري رحابة❤️",NOT_OFF,NOT_HS
أمي يا نيّة السّلام يا طمأنينة قلبي.,NOT_OFF,NOT_HS
@USER خلص صيّف عزيز يا جماعة 🍉<LF>يبارك فيك يا رب 😍 يا رب ياا رب 😍,NOT_OFF,NOT_HS
@USER يا شديد يا قوي 👏🏻👏🏻👏🏻👏🏻👏🏻 يا عنيف,NOT_OFF,NOT_HS
@USER @USER @USER يا بن الكلب يا حمار يا متخلف يا غبي يا وسخ يا خرا فاك يو فاك يو رجع 10million URL,OFF,NOT_HS
@USER ركز في خدمتك يا جندي يا مقاتل وابعت اي حاجة علينا 😂😂,NOT_OFF,NOT_HS
الى كل أم عظيمة انجبت ذكراً فاصبح انثى من حيث لا تعلم الله يعوضج يا خالتي يا خسارة الحمل والتعب فيه😢,NOT_OFF,NOT_HS
@USER @USER امش يا قذره يا الااااء 😂💔😂💔😂 اهون عليكي يا سطا <LF>ا خلاص <LF> ايوا امنيه اللي طمرت فيها العشره 😌❤❤,OFF,NOT_HS
RT @USER: يا رب يا حي يا قيوم يا من يجيب دعوت المظطر اسالك بنور وجهك وعظيم سلطانك انك تحفظ المملكة العربية السعودية وتحفظ الملك سلما…,NOT_OFF,NOT_HS
RT @USER: @USER يا ٢٠ يا ٢٥ مو اكيد ٢٥,NOT_OFF,NOT_HS
RT @USER: @USER ما هذا يا اهلي ما هذا يا مارد انه الاهلي المصري يساده اسالوا عنه العزيز جوجل والداهيه اليوتيوب والفيلسوف الفيس…,NOT_OFF,NOT_HS
@USER @USER يا عبير يا الدليميه لا تدعين لهذا الشيعي الحوثي المتعصب الي اسمه الشرفي حسين ان كنتي من اهل السنه والجماعه,OFF,HS
#شعب_السودان_في_قلب_سلمان<LF>طيب يا شطار يا ابطال متى نكون نحن السعوديين في قلب سلمان,NOT_OFF,NOT_HS
"RT @USER: ( يا عايشَة فيني ، يا باقيّة في رُوحي مهما حصل )",NOT_OFF,NOT_HS
