Tweet,Offensive,Hate
 ومن هذا المنبر يا احباب احب اقولكم واذكركم انت يا عزيزي وانتي يا عزيزتي مو مجبورين انكم تصحون تفكير كل انسان تصادفونه بالح ,NOT_OFF,NOT_HS
الهم صل و سلم و بارك عليك يا سيدي و حبيبي يا رسول اله في الاولين و في الاخرين و في الملاء الاعلي الي يوم الدين صلاه لا تعد مقبوله لا ترد و لا يحصي عدها احد الا اله الواحد الاحد,NOT_OFF,NOT_HS
 صباح الورد يا ابو مينا يا غالي 🌹,NOT_OFF,NOT_HS
ايه يا شتا يا حبي مش خلاص كده ,NOT_OFF,NOT_HS
يا سارقني يا كافيني يا ماخذ روحي وفكري ️,NOT_OFF,NOT_HS
 هف يا لهو يا شرير سوف اهزمك اقسم,NOT_OFF,NOT_HS
من ساعه ما رجعت من الكليه امبارح وانا نايمه ومش فاهمه ليه معنديش وسط يا انام طول الوقت يا يبقي عندي ارق ومنامش ,NOT_OFF,NOT_HS
 تطلع ايه اينا دي يا باز يا فندي 😂 ,NOT_OFF,NOT_HS
 دي شرعيه امك يا روح امك يا 🐑 بلوك يا ارهابي,OFF,NOT_HS
اخي يا عزوتي يا ضحكتي وبكاي,NOT_OFF,NOT_HS
الحمدله يارب علي كل حال مبروك يا حبي يا مزاجي يا اتحاد الاتحاد النصر,NOT_OFF,NOT_HS
 يوم الاثنين ليس كفايه حضور جمهور كبير انا اريدها تفجير يا الفوز والنصر يا محد يخرج من الجوهره ,NOT_OFF,NOT_HS
ما هو يا هي كوزه يا عملو الحساب دا كيزان عشان يورهم انك تبعهم و كلو تمام ,OFF,NOT_HS
 وانتي طيبه يا سمر يا رب احلا كيك بقي 😍🌹,NOT_OFF,NOT_HS
يا رب يا قادر يا كريم يكون شكلي جذي وانا في عمرها ️ ,NOT_OFF,NOT_HS
يمثل تحفه الفن والعماره القوطيه ويعد من المعالم التاريخيه في فرنسا وذكرت في روايه احدب نوتردام ويعود تاريخ المبني الي العصور الوسطي استغرق بناءه عام وحرق في ساعات وش تستفيد من هذا يا مصلح انت وهيله يامتسامحين يا منبطحين يا امه ضحكت من جهلها الام كاتدرايه نوتردام,OFF,HS
كل سنه وانت طيب يا اسر يا قلب مها 😂 ️ وانت طيب ي انون😂 ️ ️ ,NOT_OFF,NOT_HS
 لا كلام ولا سلام يا ولد عمي يا عبد السلام 😂,NOT_OFF,NOT_HS
سعد بقير لسه مسجل جولين احسن من بعض صواريخ شايف يا ناصر يا ماهر يابن المتناكه,OFF,NOT_HS
 الهم اشفه شفاء ليس بعده سقم ابدا الهم خذ بيده الهم احرسه بعينك التي لا تنام واكفه بركنك الذي لا يرام واحفظه بعزك الذي لا يضام واكلاه في اليل والنهار وارحمه بقدرتك عليه وارحمه بقدرتك عليه انت ثقته ورجاءه ياكاشف الهم يا م,NOT_OFF,NOT_HS
يا نجومي يا نهاري يا سماي انطقي بالحب ودي اسمعك,NOT_OFF,NOT_HS
لا تقول يا صبري ولا تقول يا قوي هذي من اله ولا انا ولا حاجه ️ ,NOT_OFF,NOT_HS
هاجمتوا دلوقتي يا فرقه وسخه دلوقتي يا سرسجي يا ابن الشمامه يارب تغلبوا ,OFF,HS
 ه الشعب المسعود يعيش ع نعمه تكذب يا المنافق يا دجال ع بالك نحنا عايشن في كوكب اخر كانو ما نعرف الشعب المستعود مغلوب ع امره,OFF,HS
 يا رب يا كريم الصبر يا عظيم المن يا كثير الخير يا قديم الفضل ابواب السماء ابتهالات دبي زمان ارشيف زمان ,NOT_OFF,NOT_HS
فواءد الخمر 🍺 ينظف المعده ويزيل حب الشباب ويقتل الجراثيم ويحرق الدهون ويحرقك بقبرك ويحرقك بجهنم يا سكير يا نكير يا عدو اله😒💔 ه,OFF,NOT_HS
 يا ضميري يا حبيبي ذاكر هانت💔 ,NOT_OFF,NOT_HS
يا من اظهر الجميل و ستر القبيح يا من لا يءاخذ بالجريره و لا يهتك الستر يا عظيم العفو يا حسن التجاوز يا واسع المغفره يا باسط اليدين بالرحمه يا صاحب كل نجوي و يا منتهي كل شكوي يا كريم الصفح يا عظيم المن يا مبتدا النعم قبل استحقاقها يا ربنا و يا مولانا و يا غايه رغبتنا ارحمنا ,NOT_OFF,NOT_HS
 يا بري حالي يا مرابط واهخ بس 💔,NOT_OFF,NOT_HS
كل حاجه في اخرها بتكون تقيله مله و فاقد الشغف فيها لو ماشي علي نفس الخطوات فيها اخر ساعتين في الشغل المذاكره العلاقات بمختلف انواعها الحوارات الي بتعمله في يومك الخروجه لازم يا نفصل يا نكسر الرتم بطريقه مختلفه,NOT_OFF,NOT_HS
 الانتحار هو ليس الحل الوحيد فيه شي اسمه المواجه يا تخسر يا تربح وهذا لا يعتبر ان تنهي حياتك عشان الهزيمه,NOT_OFF,NOT_HS
 الف سلامه عليك يا فير يا ابن الكيان وترجع احسن من الاول يا مايسترو 🙏 ️ ,NOT_OFF,NOT_HS
 واله الي يقرا كلامك يقول بلدك العراق كله غابات وثلوج العراق كله صحراء ولولا النفط ما كان عشت يا عراقي يا اعرابي يا حافي يا عاري,OFF,HS
خيرها في غيرها بمشيءه اله معاك يا اهلي معاك يا خطيب جمهوركم معاكم,NOT_OFF,NOT_HS
الي وسادتي حيث تعالت صيحاتها اين انت يا خليلي فاجبتها هانا ذا يا خليلتي يا مءنسه وحشتي ورفيقه دربي تصبحون علي ما تمنون,NOT_OFF,NOT_HS
في ناس الواحد بيشوفهم ف عينه بالظبط زي ما قالت صفاء ابو السعود اه منك يا صابونه يا شقيه و مجنونه بتقلي و تقلي لما هتبقي ملي ,NOT_OFF,NOT_HS
الف مبروك ال مليون بيومين مش بس هيك لا كمان تريند بالعراق يا هيك النجاح يا بلا نشاله دايمن النجاح رفيق دربك نجوي كرم ملعون ابو العشق ,NOT_OFF,NOT_HS
 يلعن دي امك يا متناك يا ابن المتناكه يا عرص,OFF,NOT_HS
 يا الناس تسد النفس يا انا نفسيه,NOT_OFF,NOT_HS
 يا اله حسن الخاتمه يا حسين يا اخي ما تفك الناس من شرك,NOT_OFF,NOT_HS
 يلي يا بواب يا معرض يا بتاع الرز يا شوال ه,OFF,NOT_HS
 الجيش اليبي ضد المليشيات ومايقصفش المدانين يا ليبين يا اغبياء ايديرولكم في سيناريو بنغازي هذوم زيهم زي الدواعش الي كان ,OFF,NOT_HS
يا اني يا المذاكره مصخت خلاص ,NOT_OFF,NOT_HS
الهم افرش لنا دربا من نور واجعل وجوهنا داءما في سرور واملا قلوبنا بذكرك يا غفور وتقبل دعاءنا يا شكور واجعل لنا الصراط سهلا لعبور الهم اسقط الدنيا من قلوبنا واجعل التقوي زاد دروبنا ونور بالقران صدورنا الهم اشفي مافي الصدور ورحم من في القبور,NOT_OFF,NOT_HS
 يا هيك الصباحات يا بلا يا قلبي لا تعب قلبك,NOT_OFF,NOT_HS
 الحمدله الذي جعل حظنا من الانبياء محمد بن عبداله ﷺ ﴿ صلوا عليه وسلموا تسليما ﴾ يا سيد الخلق يا من حاز مرتبه عليا وق ,NOT_OFF,NOT_HS
 بكره يا جالده يا مجلوده واتوقع الثانيه,NOT_OFF,NOT_HS
احب الاهداءات الي من هالنوع 💘 هو يا شاورما يا تيراميسو 😄 يا فاهمني 💗 ,NOT_OFF,NOT_HS
 يا عم براحتك يا عم انا قبل ما اتفرج عليها اصلا كنت عارف ايه الي هيحصل بتخلي طعمها احلي 😂,NOT_OFF,NOT_HS
حيرتونا يا شعب يا سوداني يا عظيم في الاول قلنا شفاته بس شويه وقلنا جياشه بس هسي مافي تنازل عطبراوي بس,NOT_OFF,NOT_HS
 اسماعيلي هيفوت لمختلط ولا يا و لا يا منجاوي علي التفويت انا ناوي ,OFF,HS
كراشي يا كراشي يا كراشي 😍 اخبارك ايه يا فراشتي 🦋 الحمدله يا انون انت عامل ايه ,NOT_OFF,NOT_HS
يا صباح الحلويات يا يونس ️💙 صباحك بيضحك مع يونس,NOT_OFF,NOT_HS
 يا صباح الحب و صباح النجاح و صباح التالق يا مديره و يا قديره يلي ب زمن قياسي تخطيتي رقم قياسي مليون مشاهده ب ايام هيدي العمله ما بيعملها الا الاساطير ,NOT_OFF,NOT_HS
يا اله يا شروق اسعدك اله سعاده الدارين كما ابكيتني وهزت مشاعري فرحا بهذه الدعوه يا رب ولها بالمثل واعظم وجميع المسلمين 💓🍃 ,NOT_OFF,NOT_HS
 يا انا يا انا يا انا ️ ,NOT_OFF,NOT_HS
يا لون وجهي يا ارتباك ملامحي يا ضوء ذاكرتي اذا امسي افل,NOT_OFF,NOT_HS
يا ولد يا انس يا ولد,NOT_OFF,NOT_HS
 كرشي يا كرشي يا الي عليك انا بصرف قرشي,NOT_OFF,NOT_HS
يا ليالي الابطال يا احلي اليالي ️,NOT_OFF,NOT_HS
 انت سافل وحقير ايش دخل الاسره بالحزب انت تحقد علي اسره الزعيم يا ناقص يا سفيه جالس من وانت تهلوس مثل النسوان اتفوه علي وجهك يا شحات,OFF,NOT_HS
 يلا يا حمار يا غبي يا غبي يا ابله 😂,OFF,NOT_HS
التفاه هذي مستحيل تمتهي بين الشراقه والغرابه استمروا يا تافهين يا شركاء الوطن ,NOT_OFF,NOT_HS
 يا ودود يا كريم يا جبار السماوات والارض يا هادي القلوب اهدي قلبي يا مغيث اغثني يا مغيث اغثني يا مغيث اغثني ,NOT_OFF,NOT_HS
 الهم امين يا بعد روحي يا الجميله 💕 ️ ️ ️ ️😍,NOT_OFF,NOT_HS
الهم يا عظيم السلطان يا قديم الاحسان يا داءم النعماء يا باسط الرزق يا كثير الخيرات يا واسع العطاء يا دافع البلاء يا سامع الدعاء يا حاضرا ليس بغاءب يا موجودا عند الشداءد يا خفي الطف يا حليما لا يعجل الهم الطف بنا في تيسير كل امر عسير 🇸🇦🤲🇦🇪,NOT_OFF,NOT_HS
يا اخونا يا اخونا 😂 ,NOT_OFF,NOT_HS
 وانهي كنز دا يا حظه يا هناه 😍 انا عايزه زياره تعارف قريب بقي عايزين نقرا الفاتحه,NOT_OFF,NOT_HS
يا مهبلني ومهبلهم يا مجني ومجنهم يا ليو,NOT_OFF,NOT_HS
 باشي يا بحر المفهوميه يا ترعي المعرفه,OFF,NOT_HS
 بركاتك يا لول يا ابن الفقريه 😂,OFF,NOT_HS
 اشهد يا زمن واشهد يا تاريخ بما قام به الجنوبين وكذالك طارق عفاش بتصوير موثق وهم يدفنوا شهداءنا بالشيولات ويمثلوا بج ,NOT_OFF,NOT_HS
يا سري الهادي يا حبا ما ينتهي ,NOT_OFF,NOT_HS
اسف اسف اسف لاني تمنيت هبوطكم يا كبير يا عميد 😭 النصر الاتحاد,NOT_OFF,NOT_HS
بوغبا لا يا زيدان بوغبا لا يا زيدان بوغبا لا يا زيدان بوغبا لا يا زيدان بوغبا لا يا زيدان بوغبا لا يا زيدان بوغبا لا يا زيدان بوغبا لا يا زيدان بوغبا لا يا زيدان بوغبا لا يا زيدان,NOT_OFF,NOT_HS
 امي كانت بتجيب لابويا طشت كبير فيه مايه دافيه وتدعك له رجله فيه وتقوله يا سيدي يا تاج راسي تعرفي تقولي يا سيدي وتاج راسي انا مش امك انا سنيه الوراق سنيه هانم الوراق انتي طالق 😂,NOT_OFF,NOT_HS
 الاهلي قبل اي حد واي اسم مهما كان الاهلي اولا وياتي البقيه يا تكون اهلاوي عنصري يا متكنش من الاساس ,NOT_OFF,NOT_HS
اله عليك يا عميد يا كبير الغربيه لهم سنين ما فازوا ع النصر بالدوري وخدمونا هالمره صداره غصب غصب غصب 💙,NOT_OFF,NOT_HS
ياله يا عالم صدور المخاليق يا خالق الدنيا ورافع سماها ادعيك ياربي بحسن التوافيق يسر دروبي لسعاده مناها ياله طلبتك من خفايا المشاهيق تسعد لي الدنيا وتنور ضياها🕊,NOT_OFF,NOT_HS
يا غيمتي البيضاء يا سماي الوسيعه ,NOT_OFF,NOT_HS
 يا مونديالي يا جعلهم بالعافيه نادي تقول شخلك ه ,OFF,NOT_HS
 بالنسبه لصوره الخطاب المكتوب لو كان حقيقي او كان مفبرك 🤬 وقوموا الي ثورتكم يرحمكم اله يا جيل يا واعي يا شفت الاعتصام ,NOT_OFF,NOT_HS
يا لها من عوده يا جار 👏🏼👏🏼 النصر في مهب الريح الي الان كره القدم سهله و تحب من يحترمها الاتحاد النصر النصر الاتحاد,NOT_OFF,NOT_HS
يا قلبك يا محمد 😂 ️ ,NOT_OFF,NOT_HS
 يا هنانا يا سعدنا تونس عندنا واله 💖,NOT_OFF,NOT_HS
 يا قذل ايش بك تنطز علي الملوح يعني عندما ادي كلمه حق يا دانق يا ود الدانقه ايوه اصبح انعقاد جلسه لمجلس ضرب من الخيال بعد ان كان المجلس معز مكرم في صنعاء يشرع قوانين ويتابع ويراقب سير العمل في السلطه التنفيذيه من بعد ثورتكم ا,OFF,NOT_HS
يا حب عمري يا كل شي حوراء تحبه ,NOT_OFF,NOT_HS
 وانت بخير وصحه وعافيه يا رب امين يا رب كل عام واحنا الي اله اقرب يا رب منور التويتر لولو ,NOT_OFF,NOT_HS
 يا سيدي يا مفزعي يا ملجءي ارحم عبيدا ما لهم من وال ذل الهدي عز الضلال فهب لنا عز الهدي وامن بذل ضلال ,NOT_OFF,NOT_HS
 يا مشاغبه يا حبيبه الزعتر والدقه جابت لهم حكه وركنتهم ركنه فتداعموا ولم يعرف كل منهم باسورده ونكه ,OFF,NOT_HS
 يا بدر يا عالي علي الاكوان 🎼,NOT_OFF,NOT_HS
 ماقولت لكسمك كسم مرتضي انتوا الي عاملينه قيمه ولا انت بيب بيب في دي كمان ولا ايه 😂 اله يباركلوا رءوف خليف من ساعه ما قال يا ظالم ليك يوم وانتوا بتناكوا من الكل الحمد له ولسه يا ولاد القحبه يا بتوع الريمونتاد,OFF,HS
 تف تبا لك ايها الشيوعي الملحد قوم يا عاطل قوم يا شفاتي يا فاسق 😹🖖🏽🔥,OFF,HS
يا بجم يا عجم يا سجم يا نجم يا وجم يا هجم,OFF,NOT_HS
 ماتش الاسيوطي بجمهور يا اما يا اتحاد الكوره المشبوه مقاطعه ام افريقيا وهاتوا بقي شويه جماهير من الي بيقعدوا اكنهم في ,NOT_OFF,NOT_HS
 اشوفك ساكت يا ملتزم يا مطوع عن البنت في متجر العالمي والا الميول والعواطف تغلب علي الالتزام 😂🤣,NOT_OFF,NOT_HS
 وع فكره انا كنت عايز اكتب حبها برص مينفعش تكمل معاه بس عيب عليه اساسا بغض النظر عن تعليقات صحابه هو مينفعش ينزل صورها عيب دي لو اختي كنت هعمل لخطيبها ذي ما بيعمل العريس لعروسه واقوله بطلنا معندناش بنات لجواز يا ديوس يا معرض واعمل,OFF,NOT_HS
سلطان حبي يا ملاك يا روحي اتنفس هواك🤑 ️ ,NOT_OFF,NOT_HS
 الاتحاد النصر اتحاد العراقه والتاريخ والعالمي الحقيقي كيف يهبط يا ناس مبروك يا عميد ونقول لك يا فقراوي يا منحط صداره بس,OFF,HS
 يا نوسو يا نوسو 😂🤣😂🤣 لازم يجرب يتحم ب مي نار 😅,NOT_OFF,NOT_HS
ما اعذبها من كلمات وما اروعها ولطفها يا حنان يا رحمن يا لطيف يا رب ليتني اعرف احب الاسماء اليك لاناجيك بها فكل اسم هو لك حبيب الي قريب الي قلبي وروحي الهي يحبك قلبي يحبك عقلي تحبك روحي,NOT_OFF,NOT_HS
 وحشاني عيونه السودا يا ابويا ومدوبني الحنين يا عين,NOT_OFF,NOT_HS
الهم امين يارب نصرك ي اله ي رحمان يا رحيم يا حي يا قيوم ,NOT_OFF,NOT_HS
 يا عيونها يا عذابي يا سهادي واغترابي ,NOT_OFF,NOT_HS
 الهم امين يا رب العالمين يا رحمن يا رحيم يا جبار يا متكبر سبحانك ربي وتعاليت عما يشركون 😴 ️ ️ ,NOT_OFF,NOT_HS
 يا شهي اصباحات يا باهي الحضور طلع الصباح قوم واشرق في صباحي صحيح طلعت الشمس و اشرقت نور لكني اعشق ضياك يوم انت ص ,NOT_OFF,NOT_HS
وده سلاح ذو حدين اضطرو يستخدموه لانو لو فشل بضربهم في المقتل ولو نجح بيضربو الثوره في المقتل بالمختصر كده يا تصيب يا تجلي وكده كده نحن ما خسرانين لانو فقدنا الشعب فالموضوع ما فارق الاسلوب ال تم استخدامه من قبل الكيزان قبل يوم دليل كافي انو الناس ديل ما ح يخلوها اخوي اخوك,OFF,NOT_HS
 د اقبال يا عظيمه يا قويه ارجوك لا تستسلمي ولا تياسي ولا تاثر فيك تغريدات بعض المواطنين التي تدل علي الجهل عملك عظيم ومطالبك كبيره وما يقدر عليها الا المناضلين الاقوياء امثالك احبك اتمني لك الرضا والسلام والسعاده داءما 💕,NOT_OFF,NOT_HS
يا حكومه مدنيه يا ثوره ابديه,NOT_OFF,NOT_HS
 يا ناس يا شر كفايه ار 😂 اول مره تبقي لجنتي حلوه 😂 بس علي فكره دي الجنه الوحيده الي بيدي الدكتورين التانين نقصوا الكل انا اتسالت في ال 😂 كاسءله زياده 😂,NOT_OFF,NOT_HS
 مبروك يا دوك يا مبدع وعقبال المليون يارب ,NOT_OFF,NOT_HS
 تسلملي يا احمد ويوفقك يا رب ,NOT_OFF,NOT_HS
اله يسعدك يا شجاع يا شامخ يا رمز اله يسعدك يا ابو هشام 💛🖤💛🖤💛 ,NOT_OFF,NOT_HS
يا بو مكه يا عالمي يا تشيلسي يا كبش فداء لفرق الانجليزيه,NOT_OFF,NOT_HS
يا ذكريات يا كل شتاءم الدنيا انت,NOT_OFF,NOT_HS
 سعد زغلول قالها كتير قبل كده مفيش فايده و لا عايده و لا زمالك الي في المركز يا التاني يا التالت 🙈😂😉✔👊 قدها ,NOT_OFF,NOT_HS
 بنحبك يا خطيب بنحبك يا خطيب بنحبك يا خطيب طبعا معلش حبايبي مكن متابعه علشان جديد باله عليكم,NOT_OFF,NOT_HS
 يا شموخ ويا كرامه يا احترامي لين كفي طاول النجم وجنا يا سمو ويا طموح ويا التزامي من عرفتك كل هالعالم فنا يا فديتك من هنا م ,NOT_OFF,NOT_HS
 يا رب العباد يكمل الشوط الثاني يا رب توفيقك يا رب ما خاب طلابك 💛,NOT_OFF,NOT_HS
 حفتر يا محفتر يا ضبع المنكر 🤣😋🤣😂🤔 جاك الموت يا قرن الشيطان الرجيم ,OFF,NOT_HS
 كنت بعارض وهم بيعاندوا يا احنا يا انت وماعافين وكل وساءل الضغط بقيت غالبا اي شي يقولوه لي بوافقهم الا لو قلت راءي الحقيقي لي البقيه وفتنوني معاهم فبعمل من وراهم الشي الشايفاه صح لي وخلاص استغفر اله,NOT_OFF,NOT_HS
 يا مسب الاسباب يا مفتح الابواب و يا سامع الاصوات يا مجيب الدعوات يا قاضي الحاجات اكفني بحلالك عن حرامك و اغني بفضلك عمن ,NOT_OFF,NOT_HS
 كل سنه وانتا طيب يا سكر يا مسكر يا مستسكر 🎉🎂,NOT_OFF,NOT_HS
يا نعمتي بهالدنيا يا اجمل من عرفت 💙,NOT_OFF,NOT_HS
 نسالك يا عاصم من استعصمه يا مكرم من استكرمه يا راحم من استرحمه يا غافر من استغفره اغفر لوالدي كل شيء وهب له كل شيء ولا تساله ,NOT_OFF,NOT_HS
لو عاوز يونس يكلمك و يصبح عليك يا صبحاوي يا جميل ابعت رساله علي قول اسمك ورايح فين و يونس هيكلمك 😍 اسمع يونس من طلع النهار مع يونس ,NOT_OFF,NOT_HS
 شكلنا البلد دي كلها ح تصفي ونكون يا شيوعي يا جداده ه ,NOT_OFF,NOT_HS
 يا هشام يا حبيبي يلي سبوك ما بيمثلو الا حالون تاني شي يلي بدو مع يلعبمع البسين قطه بدو يتحمل خرمشته يلا تعيش وتاكل غيرا بيكونو عميمزحوا معك الشباب بس انا حبيت يلي علقوا ودافعو عنك بتحسون انه هن يلي اكلو المسبات مقهورين من قلبون ورد,NOT_OFF,NOT_HS
 يا عمري يا اتي مدري وش اقول حسبي اله صرت احبكم 💛🖤,NOT_OFF,NOT_HS
 القصيره يا حكمه يا فتنه انتي حكمه اكيد,NOT_OFF,NOT_HS
يا صاحب السبع سنين يا حبيب قلبي يا معني الجوء من الحياه الي الحياه يا نظري و ظلالي ️ ,NOT_OFF,NOT_HS
 حسبنا اله ونعم الوكيل فيك يا حفتر والي دعمك والي ساندك في الحرب علي طرابلس و يا امارات و يا سعوديه و يا سيسي حسبنا اله و ,OFF,NOT_HS
 يا محاسن الصدف يا نوف 💛 ,NOT_OFF,NOT_HS
يا رب تكوني بخير يا انسه واله,NOT_OFF,NOT_HS
 انت يا مسيحي يا زفر يالي عضمك زفر بتحفل علي الاهلي وانت ازي بتشجع كوره ومفيش مسيحي بيلعب كوره مبدءيا مش هارد ع الشتيمه ث ,OFF,HS
 يا ريت يا نجيب يا سويرس تبعت ليهم البلاك بلوك ولا تعبت عصابه تهرب السولار ولا تبعت نخنوخ يبلطج في السودان لان ده شغلك الي انت جمعت منه ثروتك البلطجه علي الناس والدوله والخيانه الي انت وامثالك تربو عليها,OFF,NOT_HS
حياتي صارت يا انطر امتحان يا نتيجه امتحان يا خايفه من امتحان يا قاعده افكر ادرس شلون لامتحان يا طالعه متضايقه من امتحان خلاص عاد,NOT_OFF,NOT_HS
 حبيبي يا مكاوي يا اغني واوسم واحد فينا وقعدتك متزهقش منها ويا بخت الي هتنجوزك او هتصاحبك يابني هتهني هنا مفيش واحده هتشوفه في حياتها وبقول تاني الي عايز رقمه يبعتلي دي ام😂,NOT_OFF,NOT_HS
 الهم بلغنا رمضان بلاغا ترضي به عنا و تقبله منا يا حي يا قيوم ,NOT_OFF,NOT_HS
تري ما يفيد العبد ركضه وري دنياه لياصار ماهو عن طريق الخطا منهي الا يا اله اني طالبك يا كريم الجاه تجاوز خطاي وتبعد النار عن وجهي حبك قديم ولاجديد,NOT_OFF,NOT_HS
 يا وهميه يا متاع نحبت يا دلبي 🤨,NOT_OFF,NOT_HS
سدا منيعا يا وطن صه يا طنين البلبله ابدا لحكم الفرد لا بالدم لحكم الفرد لا تحيا الديموقراطيه كم نفديك يا مستقبلها اعتصام القياده العامه ,NOT_OFF,NOT_HS
 و نحن انقولوا طيران مستر 🥕 حول تاريته جايب اجانب يقصفوله الوطن يحامي دوه هله يا عملاء يا جراثيم يا اذناب الاستعمار ,OFF,NOT_HS
 يا راجل يا اهبل الازهر الشريف فين من تصريحاتك الميته دي الدوله فين منك يا بغيض الوجه عليك من اله ما تستحق يا نكره,OFF,NOT_HS
نداءات راشد الماجد كلها لك 💙 يا حبي الاول والاخير يا معلمني تفاصيل الهيام يا لي تعني لي الكثير يا منور الدنيا علي يا اجمل شخص انا شفته يا طاغي النظره يا سارق القلب,NOT_OFF,NOT_HS
 عيشي يابلادي يا بوخالد دارنا ف ايدي امينه دام بعد اله عليك الاعتمادي الامارات ف ذرا بشتك حصينه عشت يا محمد وعيشي يا بلادي كلمات محمد بن طريش اداء صالح الزهيري ,NOT_OFF,NOT_HS
 انا لو منك معبرهاش دي عاقه و مش بتيجي معانا الكليه يا روان يا صحبتي يا قمر😂 ️,OFF,NOT_HS
صالح يا صالح ادلع يا صالح 😍 ,NOT_OFF,NOT_HS
يا تنتهي كل هالمشاعر يا انتهي انا ,NOT_OFF,NOT_HS
 ان تنتمي لصديق ما يعني ان تستطيع سكب نفسك امامه تنشطر عده المرات ولا يكف عن كونه في كل مره جذعك وكتف لك وضلع من ضلوعك يا راحتي وارتياحي يا سعه قلبي لو يضيق ,NOT_OFF,NOT_HS
 طاعه رسول اله صلي اله عليه وسلم حيا وميت ثم يهودي يا مشرك يا قليل يالفهم قلت لك من قبل لعنه علي ال سعود و حكام العرب خدم اليهود واذناب النصاري ولي امري هو الشيخ ابراهيم بن عواد حفظه اله,OFF,HS
 طيب ترا في ناس م تابعت يا فله يا زاحف يا مختم الزحف انت يويه محد قدك يلعن يشيخ سري براسك المربع ,OFF,NOT_HS
 يا داليا يا كلبوبتي و اله انتي الي جميله ️ ️ ️,OFF,NOT_HS
عيني يا مطراي يا شقي عيني يا مطراي,NOT_OFF,NOT_HS
 المداخله لا تعليق يا خساره يا فرسان التوحيد من الدعوه الي اله الي الدعوه في سبيل حفتر من دون اله ومن يهن ال ,NOT_OFF,NOT_HS
 الدوري يا رجاله الدوري يا ابطال تعبكم طول الموسم انشاء اله هديته هو الدوري والكونفدراليه وبيراميدز بوابتنا لدوري,NOT_OFF,NOT_HS
يا ناكرني يا جاحدني يا بايع كل ايامي يا اغلي من سكن فيني وظيع حلمي قدامي وبسرعه دنيا غيرتك وانا ما امداني ظيعتك انا اسف تماديتك واخذت شويه من وقتك ذكرت والا ما ذكرت ما شفت في عيونك انا حتي ولا اتاثرت لا لا لحظه هنا 💔🎼 ,NOT_OFF,NOT_HS
 اقولك يا ايمان ولا يا نانا ولا يا موني قولي يا ايمي 😂 ,NOT_OFF,NOT_HS
 بس يا انغام يا لي لحالي او العدم ,NOT_OFF,NOT_HS
 الواحد حرفيا بقي يتقبل شويه شويه فكره لمن ينادوك يا خال او يا عمو 😂 خلاص بقينا ديناصورات,NOT_OFF,NOT_HS
 الزمالك مالوش ابن في الاعلام غير هيثم فاروق ابن الزمالك الحقيقي دايما في قلوبنا يا اسطوره يا عظيم ️ ️ ,NOT_OFF,NOT_HS
يا ربي يا ربي يا ربي😭 واعجب ونفسي مني تعجب😭,NOT_OFF,NOT_HS
 يا كل العمر يا عمري يدوب عمري ولا يغلي يا روحي عليك ️ ️ صباح الخير 😘,NOT_OFF,NOT_HS
⭕️⭕️⭕️⭕️⭕️⭕️⭕️⭕️⭕️⭕️⭕️⭕️ يا القاعد في بيتك الاعتصام لسه ما انتهي تعال القياده نحن محتاجنك القياده يا جماعه عشان الاعتصام ودم شهداءنا والمعتقلين لسه الاملهم فينا القياده يا ثورجين القياده يا ثورجين القياده يا ثورجين القياده يا ثورجين القياده يا ثورجين ,NOT_OFF,NOT_HS
 ايقاف المخرجه عادل جدا بس انت يا عرفات يا اهلاوي ده عادي من ساعه فانله ازارو احنا نختلف عن الاخرين باي باي,NOT_OFF,NOT_HS
يا رب يوافق يا رب يوافق يا رب يوافق يا رب يوافق يا رب يوافق ,NOT_OFF,NOT_HS
الانتصار ولا غير الانتصار يا رب يا رب يا رب يا اله يا لطيف يا ارحم الراحمين ثلاث نقاط يا رب 💔🙏,NOT_OFF,NOT_HS
 يعني يا نفوز يا انت تخدم الهلال ايش العقليه هذي اعوذ باله الاتحاد فاز عشان الاتحاد ما يهمنا مين ياخذ الدوري يا رجل اخر سنين اكثر نادي فاز علي الهلال من بين الانديه الاتحاد,NOT_OFF,NOT_HS
ماما بتقول لمحمد سنين ادعي ل رانيا عندها امتحان قام بكل تلقاءيه قايل يا رب تنجحي يا رانيا و تجوزي😂,NOT_OFF,NOT_HS
يا حظ جيمين يا حظ جيمين يا حظ جيمين يا حظ جيمين يا حظ جيمين يا حظ جيمين يا حظ جيمين يا حظ جيمين يا حظ جيمين ,NOT_OFF,NOT_HS
 يا ام الشهداء يا وجع المسيح وكل الانبياء قانا نيسان ذكري عدوان عناقيد الغضب ,NOT_OFF,NOT_HS
 يا تاريخي يا وحش يا جدار الهلال 💙,NOT_OFF,NOT_HS
ماهو يا اجيلك يا تجيلي و ترجع تنور ليلي ,NOT_OFF,NOT_HS
 دام عزك يا بلادي 🇸🇦 دام عزك يا بلادي🇸🇦 دام عزك يا بلادي🇸🇦 دام عزك يا بلادي🇸🇦 دام عزك يا بل ,NOT_OFF,NOT_HS
 الف مبروك تاني وتالت ورابع ولو قلتها مليون مره مش هتعبر عن فرحتي بيكي يا ابو العنين يا اقمر عروسه ف المجره😍💕 عقبالك يا لولو😍 عاءله ابو العنين 🔥😂 ,NOT_OFF,NOT_HS
